Starling ID,Headwords,Gloss,review_tier,chosen_abbr,chosen_field,llm_second,second_field,v1_choice,v1_field,v2_choice,v2_field,agrees_v1,agrees_v2
PDR1067,*mōl- (?),smoke,1-all-three-agree,PW_SM,Physical World — Smoke (n),PW_FI,Physical World — Fire (n),PW_SM,Physical World — Smoke (n),PW_SM,Physical World — Smoke (n),YES,YES
PDR1068,*mōṟ-,"load, burden",1-all-three-agree,MO_CA,"Motion & Transportation — to Bear, Carry",PT_HA,Possession & Trade — to Have,MO_CA,"Motion & Transportation — to Bear, Carry",MO_CA,"Motion & Transportation — to Bear, Carry",YES,YES
PDR1069,*mōṟ-,"face, snout (of animals)",1-all-three-agree,BP_FA,Body Parts & Functions — Face,AN_AN,Animals — Animal,BP_FA,Body Parts & Functions — Face,BP_FA,Body Parts & Functions — Face,YES,YES
PDR1070,*mō̆T-,"to beat, strike",1-all-three-agree,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",MO_TH,Motion & Transportation — to Throw,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",YES,YES
PDR1071,*mōṭ,fool,1-all-three-agree,MT_FS,"Mind & Thought — Stupid, Foolish",EM_AG,Emotion — Anger,MT_FS,"Mind & Thought — Stupid, Foolish",MT_FS,"Mind & Thought — Stupid, Foolish",YES,YES
PDR1072,*muc-,"torn, spoilt; weak, tired",3-llm-alone,PT_SP,Possession & Trade — to Spoil,BP_SS,Body Parts & Functions — Sick; Sickness,EM_TR,Emotion — Tear (n),EM_TR,Emotion — Tear (n),,
PDR1073,*mud-,"lump, mass",3-llm-alone,QN_PR,Quantity & Number — Part (n),SR_FS,"Spatial Relations — Form, Shape (n)",PW_DU,"Physical World — Dust, Powder",FD_KD,Food & Drink — to Knead,,
PDR1074,*mud-,kiss,1-all-three-agree,EM_KS,Emotion — to Kiss,SO_ME,Social Relations — to Meet,EM_KS,Emotion — to Kiss,EM_KS,Emotion — to Kiss,YES,YES
PDR1075,*muḍ-,"buttock, anus",3-llm-alone,BP_BA,Body Parts & Functions — Back,BP_BS,"Body Parts & Functions — Belly, Stomach",AN_AD,"Animals — Ass, Donkey",AN_AD,"Animals — Ass, Donkey",,
PDR1076,*muḍ-,1 lame 2 contracted,3-llm-alone,BP_SM,"Body Parts & Functions — Strong, Mighty, Powerful",SR_SG,Spatial Relations — Straight,QN_TP,Quantity & Number — Three Apiece,BP_WE,"Body Parts & Functions — Weak, Infirm",,
PDR1077,*muḍ-i-,to end,3-llm-alone,TI_EN,"Time — End (n, temporal)",TI_FI,Time — to Finish,TI_FI,Time — to Finish,TI_CE,Time — to Cease,,
PDR1078,*muḍuc- (?),back,1-all-three-agree,BP_BA,Body Parts & Functions — Back,AV_TR,Agriculture & Vegetation — Tree (generic),BP_BA,Body Parts & Functions — Back,BP_BA,Body Parts & Functions — Back,YES,YES
PDR1079,*muḏ-,to bark,3-llm-alone,LM_SC,"Language & Music — to Shout, Cry Out",SP_LD,Sense Perception — Loud,AN_HU,Animals — to Hunt,EM_GR,Emotion — to Groan,,
PDR1080,*muḏ- (*-ṟ-),"exulted, proud",1-all-three-agree,EM_PD,Emotion — Proud,EM_AG,Emotion — Anger,EM_PD,Emotion — Proud,EM_PD,Emotion — Proud,YES,YES
PDR1081,*mUg-,to close (of a flower),3-llm-alone,SR_SH,"Spatial Relations — to Shut, Close",AV_FL,Agriculture & Vegetation — Flower,AV_FL,Agriculture & Vegetation — Flower,AV_FL,Agriculture & Vegetation — Flower,,
PDR1082,*mug-,"to end, terminate",3-llm-alone,TI_EN,"Time — End (n, temporal)",TI_FI,Time — to Finish,TI_FI,Time — to Finish,TI_CE,Time — to Cease,,
PDR1083,*mUg-,top,2-llm-plus-one,SR_TO,Spatial Relations — Top,BP_HE,Body Parts & Functions — Head,MT_MI,Mind & Thought — Mind,SR_TO,Spatial Relations — Top,,YES
PDR1084,*muj-S-,to cover,3-llm-alone,SR_CO,Spatial Relations — to Cover,SR_SH,"Spatial Relations — to Shut, Close",CA_VE,Clothing & Adornment — Veil,CA_CK,Clothing & Adornment — Cloak,,
PDR1085,*mujS-,monkey,1-all-three-agree,AN_MK,Animals — Monkey,AN_AN,Animals — Animal,AN_MK,Animals — Monkey,AN_MK,Animals — Monkey,YES,YES
PDR1086,*mujt-,"1 mouth, beak 2 to smell",2-llm-plus-one,BP_MO,Body Parts & Functions — Mouth,SP_VO,Sense Perception — to Smell (obj),BP_MO,Body Parts & Functions — Mouth,BP_NO,Body Parts & Functions — Nose,YES,
PDR1087,*muk-,1 to strain 2 to grunt,3-llm-alone,PA_WV,"Physical Acts & Materials — to Work, Toil",BP_BB,Body Parts & Functions — to Breathe; Breath,PA_BN,Physical Acts & Materials — to Bend,EM_GR,Emotion — to Groan,,
PDR1088,*muk-,to gobble,3-llm-alone,FD_EA,Food & Drink — to Eat,LM_SC,"Language & Music — to Shout, Cry Out",AN_HU,Animals — to Hunt,FD_SU,"Food & Drink — to Suck, Suckle",,
PDR1089,*muḷ-,radish,2-llm-plus-one,FD_VE,Food & Drink — Vegetables,AV_PN,"Agriculture & Vegetation — Plant, Herb",PW_DA,Physical World — Darkness,FD_VE,Food & Drink — Vegetables,,YES
PDR1090,*muḷ-,thorn,3-llm-alone,AV_PN,"Agriculture & Vegetation — Plant, Herb",BP_NA,"Body Parts & Functions — Nail, Claw",WH_SP,Warfare & Hunting — Spear,WH_SW,Warfare & Hunting — Sword,,
PDR1091,*mÙḷ-ai,"nail, stake",1-all-three-agree,PA_NA,"Physical Acts & Materials — Nail, Peg",AV_PN,"Agriculture & Vegetation — Plant, Herb",PA_NA,"Physical Acts & Materials — Nail, Peg",PA_NA,"Physical Acts & Materials — Nail, Peg",YES,YES
PDR1092,*mulŋ-,horse-radish tree,3-llm-alone,AV_PN,"Agriculture & Vegetation — Plant, Herb",FD_VE,Food & Drink — Vegetables,PW_TR,"Physical World — Tree, Oak",AV_TR,Agriculture & Vegetation — Tree (generic),,
PDR1093,*mun-,front,3-llm-alone,SR_SD,Spatial Relations — Side,TI_EA,Time — Early (adv),BP_FC,Body Parts & Functions — Front of Chest,BP_FC,Body Parts & Functions — Front of Chest,,
PDR1094,*mun-,anger; displeased; to dislike,2-llm-plus-one,EM_AG,Emotion — Anger,EM_HT,Emotion — Hate (n),EM_HT,Emotion — Hate (n),EM_AG,Emotion — Anger,,YES
PDR1095,*munḍ-,"post, pillar",3-llm-alone,PA_NA,"Physical Acts & Materials — Nail, Peg",DF_HS,Dwellings & Furniture — House,PW_SR,"Physical World — Rock, Stone",RB_AL,Religion & Beliefs — Altar,,
PDR1096,*munḍ-,tank,3-llm-alone,PW_LA,"Physical World — Lake, Pond",FD_PO,Food & Drink — Pot,AN_FI,Animals — Fish (n),WH_FT,Warfare & Hunting — Fortress,,
PDR1097,*mundjal (?),hare,3-llm-alone,AN_AN,Animals — Animal,AN_MA,Animals — Male Animal,AN_GS,Animals — Goose,AN_RA,Animals — Ram,,
PDR1098,*munt-,pot; basin,1-all-three-agree,FD_PO,Food & Drink — Pot,DF_FR,Dwellings & Furniture — Furniture,FD_PO,Food & Drink — Pot,FD_PO,Food & Drink — Pot,YES,YES
PDR1099,*munṯ- (?),mucus of nose,1-all-three-agree,BP_NO,Body Parts & Functions — Nose,BP_BO,Body Parts & Functions — Body,BP_NO,Body Parts & Functions — Nose,BP_NO,Body Parts & Functions — Nose,YES,YES
PDR1100,*muŋ-,mongoose,3-llm-alone,AN_AN,Animals — Animal,AN_MA,Animals — Male Animal,AN_EW,Animals — Ewe,AN_MK,Animals — Monkey,,
PDR1101,*mur-,to sound,3-llm-alone,LM_VO,Language & Music — Voice (n),PW_TH,"Physical World — Noise, Thunder",LM_ST,"Language & Music — to Speak, Talk",SP_HE,Sense Perception — to Hear,,
PDR1102,*mur-,1 rough 2 gravel,3-llm-alone,SP_RG,Sense Perception — Rough,PW_SR,"Physical World — Rock, Stone",PW_SA,"Physical World — Sand, Grit",PW_SA,"Physical World — Sand, Grit",,
PDR1103,*mur-,young and tender,1-all-three-agree,TI_YG,Time — Young,EM_BF,Emotion — Beautiful,TI_YG,Time — Young,TI_YG,Time — Young,YES,YES
PDR1104,*mur-,"to burn, singe, scorch; fuel",1-all-three-agree,PW_BU,"Physical World — to Burn, Scorch",PW_FI,Physical World — Fire (n),PW_BU,"Physical World — to Burn, Scorch",PW_BU,"Physical World — to Burn, Scorch",YES,YES
PDR1105,*mur-,"to dry up, to wither",3-llm-alone,SP_DR,"Sense Perception — Dry, Arid",MO_FA,Motion & Transportation — to Fall,PA_WA,Physical Acts & Materials — to Wash,TI_CE,Time — to Cease,,
PDR1106,*mur- (*-ṟ-),parched rice,3-llm-alone,FD_FD,Food & Drink — Food,FD_CO,Food & Drink — to Cook,AV_RI,Agriculture & Vegetation — Rice,AV_RI,Agriculture & Vegetation — Rice,,
PDR1107,*mur-(u)g-,bracelet; ring,3-llm-alone,CA_AD,Clothing & Adornment — Adornment (personal),CA_BR,"Clothing & Adornment — Armband, Bracelet",CA_FR,Clothing & Adornment — Finger Ring,CA_BR,"Clothing & Adornment — Armband, Bracelet",,
PDR1108,*murut- (?),a k. of tree (palas tree),1-all-three-agree,AV_TR,Agriculture & Vegetation — Tree (generic),PW_TR,"Physical World — Tree, Oak",AV_TR,Agriculture & Vegetation — Tree (generic),AV_TR,Agriculture & Vegetation — Tree (generic),YES,YES
PDR1109,*mur-Vg-,to bend; crooked,3-llm-alone,MO_TU,Motion & Transportation — to Turn,PA_BN,Physical Acts & Materials — to Bend,PA_BN,Physical Acts & Materials — to Bend,PA_BN,Physical Acts & Materials — to Bend,,
PDR1110,*muṟ-,"to twist, sprain",3-llm-alone,PA_BN,Physical Acts & Materials — to Bend,MO_TU,Motion & Transportation — to Turn,BP_TE,Body Parts & Functions — Toe,PA_SO,"Physical Acts & Materials — to Strew, Spread Out",,
PDR1111,*muṟ- (?),relationship; kinsman,3-llm-alone,MK_RE,Mankind — Relative(s),SO_CU,"Social Relations — Custom, Usage",SO_SG,Social Relations — Stranger,SO_CM,Social Relations — Companion,,
PDR1112,*mUṟaḷ-,hermit's tree,2-llm-plus-one,AV_TR,Agriculture & Vegetation — Tree (generic),PW_TR,"Physical World — Tree, Oak",PW_TR,"Physical World — Tree, Oak",AV_TR,Agriculture & Vegetation — Tree (generic),,YES
PDR1113,*muṟ-i- (*-ḏ-),"to break, crush",1-all-three-agree,PA_BK,Physical Acts & Materials — to Break,PA_CU,Physical Acts & Materials — to Cut,PA_BK,Physical Acts & Materials — to Break,PA_BK,Physical Acts & Materials — to Break,YES,YES
PDR1114,*mus-,to smile,1-all-three-agree,EM_LS,"Emotion — to Laugh, Smile",EM_JY,Emotion — Joy,EM_LS,"Emotion — to Laugh, Smile",EM_LS,"Emotion — to Laugh, Smile",YES,YES
PDR1115,*muS(j)[-iṟ-],red ant,2-llm-plus-one,AN_IN,Animals — Insect,AN_AN,Animals — Animal,SP_RD,Sense Perception — Red,AN_IN,Animals — Insect,,YES
PDR1116,*musur-,constant rain,1-all-three-agree,PW_RA,Physical World — Rain (n),PW_WE,Physical World — Weather,PW_RA,Physical World — Rain (n),PW_RA,Physical World — Rain (n),YES,YES
PDR1117,*muṬ-,knot (of hair); to tie hair in knots,1-all-three-agree,PA_KN,Physical Acts & Materials — Knot (n),CA_AD,Clothing & Adornment — Adornment (personal),PA_KN,Physical Acts & Materials — Knot (n),PA_KN,Physical Acts & Materials — Knot (n),YES,YES
PDR1118,*muṯ-,to surround,3-llm-alone,SR_CG,"Spatial Relations — to Gather, Collect",MO_CC,"Motion & Transportation — to Creep, Crawl",SR_HC,"Spatial Relations — to Hide, Conceal",SR_CO,Spatial Relations — to Cover,,
PDR1119,*muṭ-,"1 fist, hammer 2 to hammer",2-llm-plus-one,PA_HA,Physical Acts & Materials — Hammer (n),PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",PA_HA,Physical Acts & Materials — Hammer (n),PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",YES,
PDR1120,*muṭ-,to touch,1-all-three-agree,SP_TV,Sense Perception — to Touch,SP_FO,Sense Perception — to Feel of,SP_TV,Sense Perception — to Touch,SP_TV,Sense Perception — to Touch,YES,YES
PDR1121,*muṭ-,"knee, elbow",2-llm-plus-one,BP_KN,Body Parts & Functions — Knee,BP_EL,Body Parts & Functions — Elbow,BP_EL,Body Parts & Functions — Elbow,BP_KN,Body Parts & Functions — Knee,,YES
PDR1122,*muṭ-,tool,3-llm-alone,PA_TO,Physical Acts & Materials — Tool,PA_WS,"Physical Acts & Materials — Work, Labor",PA_KF,Physical Acts & Materials — Knife (tool),PA_KF,Physical Acts & Materials — Knife (tool),,
PDR1123,*muẓ-,"full, complete; all",1-all-three-agree,QN_FU,Quantity & Number — Full,QN_WH,Quantity & Number — Whole,QN_FU,Quantity & Number — Full,QN_FU,Quantity & Number — Full,YES,YES
PDR1124,*muẓ-,vexation; quarrel,3-llm-alone,EM_AG,Emotion — Anger,EM_EJ,"Emotion — Envy, Jealousy",SO_SQ,"Social Relations — Strife, Quarrel",EM_RF,"Emotion — Rage, Fury",,
PDR1125,*muẓ-,"cubit; elbow, knee",3-llm-alone,SR_MS,Spatial Relations — to Measure,BP_KN,Body Parts & Functions — Knee,BP_EL,Body Parts & Functions — Elbow,BP_KN,Body Parts & Functions — Knee,,
PDR1126,*muẓ-,"to speak, make noise",3-llm-alone,LM_ST,"Language & Music — to Speak, Talk",LM_VO,Language & Music — Voice (n),LM_BS,Language & Music — to be Silent,LM_BS,Language & Music — to be Silent,,
PDR1127,*muẓṇ-,"to be immersed, sink",1-all-three-agree,MO_SI,Motion & Transportation — to Sink,MO_FL,Motion & Transportation — to Flow,MO_SI,Motion & Transportation — to Sink,MO_SI,Motion & Transportation — to Sink,YES,YES
PDR1128,*mū-,three,1-all-three-agree,QN_TH,Quantity & Number — Three,QN_NN,Quantity & Number — Numerals,QN_TH,Quantity & Number — Three,QN_TH,Quantity & Number — Three,YES,YES
PDR1129,*mūḍ-,"origin; to bear, begin",3-llm-alone,MT_CA,"Mind & Thought — Cause, Reason",SR_GW,Spatial Relations — to Grow,AN_BR,Animals — Bear,MK_AN,Mankind — Ancestor(s),,
PDR1130,*mūḍ-,to cover,2-llm-plus-one,SR_CO,Spatial Relations — to Cover,PA_WA,Physical Acts & Materials — to Wash,CA_VE,Clothing & Adornment — Veil,SR_CO,Spatial Relations — to Cover,,YES
PDR1131,*mūḍ- (*-ō-),fog,1-all-three-agree,PW_MI,"Physical World — Mist, Fog, Haze",PW_CL,"Physical World — Cloud, Mirk",PW_MI,"Physical World — Mist, Fog, Haze",PW_MI,"Physical World — Mist, Fog, Haze",YES,YES
PDR1132,*mūK-,frog,3-llm-alone,AN_AN,Animals — Animal,AN_BI,Animals — Bird,AN_SK,Animals — Snake,AN_PI,Animals — Pig,,
PDR1133,*mūl-,"corner, angle",1-all-three-agree,SR_CN,"Spatial Relations — Angle, Corner",SR_PO,Spatial Relations — Point,SR_CN,"Spatial Relations — Angle, Corner",SR_CN,"Spatial Relations — Angle, Corner",YES,YES
PDR1134,*mūl-,hair-knot,2-llm-plus-one,BP_HA,Body Parts & Functions — Hair,CA_CD,"Clothing & Adornment — to Clothe, Dress",BP_HA,Body Parts & Functions — Hair,PA_KN,Physical Acts & Materials — Knot (n),YES,
PDR1135,*mūl-,piles,3-llm-alone,BP_BS,"Body Parts & Functions — Belly, Stomach",BP_LL,Body Parts & Functions — to Live; Living; Life,PW_MU,"Physical World — Mud, Mire",BP_ED,"Body Parts & Functions — to Void Excrement; Dung, Excrement",,
PDR1136,*mūḷ-,marrow,3-llm-alone,BP_BR,Body Parts & Functions — Brain,BP_BN,Body Parts & Functions — Bone,BP_BL,Body Parts & Functions — Blood,BP_BL,Body Parts & Functions — Blood,,
PDR1137,*mūḷ-,"to groan, murmur",1-all-three-agree,EM_GR,Emotion — to Groan,BP_BB,Body Parts & Functions — to Breathe; Breath,EM_GR,Emotion — to Groan,EM_GR,Emotion — to Groan,YES,YES
PDR1138,*mūḷ-,defect of limb,3-llm-alone,BP_BO,Body Parts & Functions — Body,BP_SM,"Body Parts & Functions — Strong, Mighty, Powerful",BP_FT,Body Parts & Functions — Foot,BP_LE,Body Parts & Functions — Leg,,
PDR1139,*mūḷ-,bone,1-all-three-agree,BP_BN,Body Parts & Functions — Bone,BP_BO,Body Parts & Functions — Body,BP_BN,Body Parts & Functions — Bone,BP_BN,Body Parts & Functions — Bone,YES,YES
PDR1140,*mūḷ- (caus. *mū̆ṭ-),to catch fire; to kindle,2-llm-plus-one,PW_LK,"Physical World — to Light, Kindle",PW_BU,"Physical World — to Burn, Scorch",PW_LK,"Physical World — to Light, Kindle",PW_BU,"Physical World — to Burn, Scorch",YES,
PDR1141,*mūnd(j)-,snout,3-llm-alone,BP_FA,Body Parts & Functions — Face,BP_MO,Body Parts & Functions — Mouth,AN_SK,Animals — Snake,BP_NO,Body Parts & Functions — Nose,,
PDR1142,*mū-nǯ-,"to smell, sniff; nose",3-llm-alone,SP_VO,Sense Perception — to Smell (obj),BP_BB,Body Parts & Functions — to Breathe; Breath,SP_VS,Sense Perception — to Smell (subj),SP_VS,Sense Perception — to Smell (subj),,
PDR1143,*mūŋ-,nose,1-all-three-agree,BP_NO,Body Parts & Functions — Nose,BP_FA,Body Parts & Functions — Face,BP_NO,Body Parts & Functions — Nose,BP_NO,Body Parts & Functions — Nose,YES,YES
PDR1144,*mūŋ-,dumb,1-all-three-agree,MT_FS,"Mind & Thought — Stupid, Foolish",BP_TG,Body Parts & Functions — Tongue,MT_FS,"Mind & Thought — Stupid, Foolish",MT_FS,"Mind & Thought — Stupid, Foolish",YES,YES
PDR1145,*mūŋɣ-,cowbell,3-llm-alone,CA_AD,Clothing & Adornment — Adornment (personal),DF_LP,Dwellings & Furniture — Lamp,AN_CO,Animals — Cow,AN_CO,Animals — Cow,,
PDR1146,*mūr-,"to break, tear",3-llm-alone,PA_BK,Physical Acts & Materials — to Break,PA_CU,Physical Acts & Materials — to Cut,PA_TE,Physical Acts & Materials — to Tear,PA_TE,Physical Acts & Materials — to Tear,,
PDR1147,*mūr-,buffalo; cow,3-llm-alone,AN_CB,"Animals — Cattle, Bovines",AN_BU,Animals — Bull,AN_CO,Animals — Cow,AN_CO,Animals — Cow,,
PDR1148,*mūr-,old; mature,2-llm-plus-one,TI_OL,Time — Old,TI_AG,Time — Age,TI_AG,Time — Age,TI_OL,Time — Old,,YES
PDR1149,*mūṟ-,dirt; bad smell,2-llm-plus-one,SP_DS,"Sense Perception — Dirty, Soiled",SP_BD,"Sense Perception — Stinking, Bad Smelling",SP_BD,"Sense Perception — Stinking, Bad Smelling",SP_DS,"Sense Perception — Dirty, Soiled",,YES
PDR1150,*mūt-,old,1-all-three-agree,TI_OL,Time — Old,BP_SM,"Body Parts & Functions — Strong, Mighty, Powerful",TI_OL,Time — Old,TI_OL,Time — Old,YES,YES
PDR1151,*mūṭ-,bundle,3-llm-alone,PT_TA,Possession & Trade — to Take,MO_CA,"Motion & Transportation — to Bear, Carry",CA_PO,Clothing & Adornment — Pocket,PA_RC,"Physical Acts & Materials — Rope, Cord",,
PDR1152,*mūẓ-,"ripe, mature",3-llm-alone,TI_AG,Time — Age,SR_GW,Spatial Relations — to Grow,TI_YG,Time — Young,FD_FR,Food & Drink — Fruit,,
PDR1153,*mVk-,stump; blunt,3-llm-alone,PW_WD,"Physical World — Wood, Timber",PW_TR,"Physical World — Tree, Oak",FD_KN,Food & Drink — Knife,BP_LE,Body Parts & Functions — Leg,,
PDR1154,*na[C]ṇ-,fire,1-all-three-agree,PW_FI,Physical World — Fire (n),PW_LK,"Physical World — to Light, Kindle",PW_FI,Physical World — Fire (n),PW_FI,Physical World — Fire (n),YES,YES
PDR1155,*nač-,to tease,3-llm-alone,EM_AG,Emotion — Anger,SO_HP,"Social Relations — to Hinder, Prevent",BP_LC,Body Parts & Functions — to Lick,EM_PL,Emotion — to Please,,
PDR1156,*nač-,"to desire, trust",1-all-three-agree,EM_DE,Emotion — to Desire,EM_WW,"Emotion — to Will, Wish",EM_DE,Emotion — to Desire,EM_DE,Emotion — to Desire,YES,YES
PDR1157,*naḍ-,"to shake, tremble",1-all-three-agree,MO_SH,Motion & Transportation — to Shake,BP_BB,Body Parts & Functions — to Breathe; Breath,MO_SH,Motion & Transportation — to Shake,MO_SH,Motion & Transportation — to Shake,YES,YES
PDR1158,*ńaḍ-,to walk,1-all-three-agree,MO_WA,Motion & Transportation — to Walk,MO_GO,Motion & Transportation — to Go,MO_WA,Motion & Transportation — to Walk,MO_WA,Motion & Transportation — to Walk,YES,YES
PDR1159,*nàḍ[u]-,"middle, waist",3-llm-alone,SR_MI,Spatial Relations — Middle,BP_BS,"Body Parts & Functions — Belly, Stomach",BP_NV,Body Parts & Functions — Navel,BP_NV,Body Parts & Functions — Navel,,
PDR1160,*nag-,to laugh,1-all-three-agree,EM_LS,"Emotion — to Laugh, Smile",EM_JY,Emotion — Joy,EM_LS,"Emotion — to Laugh, Smile",EM_LS,"Emotion — to Laugh, Smile",YES,YES
PDR1161,*naj-,"to love, like; friend, good",1-all-three-agree,EM_LO,Emotion — to Love; Love,EM_DE,Emotion — to Desire,EM_LO,Emotion — to Love; Love,EM_LO,Emotion — to Love; Love,YES,YES
PDR1162,*nal-,to squeeze,3-llm-alone,PA_PR,Physical Acts & Materials — to Press,PA_RU,Physical Acts & Materials — to Rub,FD_SU,"Food & Drink — to Suck, Suckle",PA_SR,Physical Acts & Materials — to Stretch,,
PDR1163,*nal-,good,1-all-three-agree,EM_GD,Emotion — Good,SP_BR,Sense Perception — Bright,EM_GD,Emotion — Good,EM_GD,Emotion — Good,YES,YES
PDR1164,*nal-,black,1-all-three-agree,SP_BK,Sense Perception — Black,SP_CO,Sense Perception — Color,SP_BK,Sense Perception — Black,SP_BK,Sense Perception — Black,YES,YES
PDR1165,*nal-,to dance,1-all-three-agree,MO_DA,Motion & Transportation — to Dance,EM_PV,Emotion — to Play,MO_DA,Motion & Transportation — to Dance,MO_DA,Motion & Transportation — to Dance,YES,YES
PDR1166,*naḶ-,bug,1-all-three-agree,AN_IN,Animals — Insect,TI_NG,Time — Night,AN_IN,Animals — Insect,AN_IN,Animals — Insect,YES,YES
PDR1167,*nam-,to believe,1-all-three-agree,MT_BE,Mind & Thought — to Believe,EM_WW,"Emotion — to Will, Wish",MT_BE,Mind & Thought — to Believe,MT_BE,Mind & Thought — to Believe,YES,YES
PDR1168,*nam- (*-e-),"moist, damp",1-all-three-agree,SP_WD,"Sense Perception — Wet, Damp",SR_SG,Spatial Relations — Straight,SP_WD,"Sense Perception — Wet, Damp",SP_WD,"Sense Perception — Wet, Damp",YES,YES
PDR1169,*ńamil-,peacock,1-all-three-agree,AN_BI,Animals — Bird,AV_PN,"Agriculture & Vegetation — Plant, Herb",AN_BI,Animals — Bird,AN_BI,Animals — Bird,YES,YES
PDR1170,*nan-,"flower, flower-bud; to blossom",1-all-three-agree,AV_FL,Agriculture & Vegetation — Flower,AV_PN,"Agriculture & Vegetation — Plant, Herb",AV_FL,Agriculture & Vegetation — Flower,AV_FL,Agriculture & Vegetation — Flower,YES,YES
PDR1171,*naṇ-,to do,2-llm-plus-one,PA_MA,"Physical Acts & Materials — to Do, Make",PA_WV,"Physical Acts & Materials — to Work, Toil",TI_FI,Time — to Finish,PA_MA,"Physical Acts & Materials — to Do, Make",,YES
PDR1172,*naṇ-,to approach; to join; friend,2-llm-plus-one,MO_AP,Motion & Transportation — to Approach,MT_RM,Mind & Thought — to Remember,SO_ME,Social Relations — to Meet,MO_AP,Motion & Transportation — to Approach,,YES
PDR1173,*nanǯ-,poison,3-llm-alone,SP_BD,"Sense Perception — Stinking, Bad Smelling",EM_PS,"Emotion — Pain, Suffering",BP_KI,Body Parts & Functions — to Kill,BP_KI,Body Parts & Functions — to Kill,,
PDR1174,*nanǯ-,1 a mouthful 2 meat,2-llm-plus-one,FD_ME,Food & Drink — Meat,FD_EA,Food & Drink — to Eat,FD_ME,Food & Drink — Meat,FD_SU,"Food & Drink — to Suck, Suckle",YES,
PDR1175,*ńar-,to sound; to grumble,3-llm-alone,SP_SO,Sense Perception — Sound (n),LM_VO,Language & Music — Voice (n),LM_BO,Language & Music — to Boast,SP_HE,Sense Perception — to Hear,,
PDR1176,*ńar-,grey (hair),2-llm-plus-one,BP_HA,Body Parts & Functions — Hair,TI_OL,Time — Old,BP_HA,Body Parts & Functions — Hair,CA_DY,Clothing & Adornment — to Dye,YES,
PDR1177,*nar-,"stunted, deficient",3-llm-alone,SR_SM,"Spatial Relations — Small, Little",BP_WE,"Body Parts & Functions — Weak, Infirm",BP_WE,"Body Parts & Functions — Weak, Infirm",BP_WE,"Body Parts & Functions — Weak, Infirm",,
PDR1178,*naramb-,"nerve, vein",3-llm-alone,BP_BO,Body Parts & Functions — Body,BP_BL,Body Parts & Functions — Blood,BP_EB,Body Parts & Functions — Eyebrow,BP_NV,Body Parts & Functions — Navel,,
PDR1179,"*nar-, *nar-k-","fox, jackal",1-all-three-agree,AN_FX,Animals — Fox,AN_AN,Animals — Animal,AN_FX,Animals — Fox,AN_FX,Animals — Fox,YES,YES
PDR1180,*ńar-/*ar-,to fear,1-all-three-agree,EM_FF,"Emotion — Fear, Fright",EM_AN,Emotion — Anxiety,EM_FF,"Emotion — Fear, Fright",EM_FF,"Emotion — Fear, Fright",YES,YES
PDR1181,*naṟ- (?),night,1-all-three-agree,TI_NG,Time — Night,,,TI_NG,Time — Night,TI_NG,Time — Night,YES,YES
PDR1182,*naṟ-Vk-,"to cut, scratch",1-all-three-agree,PA_CU,Physical Acts & Materials — to Cut,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",PA_CU,Physical Acts & Materials — to Cut,PA_CU,Physical Acts & Materials — to Cut,YES,YES
PDR1183,*nas-,"to fade, waste away",3-llm-alone,MO_FA,Motion & Transportation — to Fall,BP_WE,"Body Parts & Functions — Weak, Infirm",TI_LS,Time — to Last,TI_CE,Time — to Cease,,
PDR1184,*nat-,snail,3-llm-alone,AN_IN,Animals — Insect,AN_AN,Animals — Animal,AN_PI,Animals — Pig,AN_WR,Animals — Worm,,
PDR1185,*nav-,female,3-llm-alone,MK_WO,Mankind — Woman,AN_FE,Animals — Female Animal,MK_FS,Mankind — Female,AN_FE,Animals — Female Animal,,
PDR1186,*nav- (*-m-),to trouble; to decline,3-llm-alone,EM_EF,"Emotion — Feeling, Emotion",PT_HI,"Possession & Trade — to Harm, Injure, Damage",LM_RF,"Language & Music — to Refuse, Forbid",SO_SQ,"Social Relations — Strife, Quarrel",,
PDR1187,*navir,hair,1-all-three-agree,BP_HA,Body Parts & Functions — Hair,BP_BO,Body Parts & Functions — Body,BP_HA,Body Parts & Functions — Hair,BP_HA,Body Parts & Functions — Hair,YES,YES
PDR1188,*ńavuḍ- (*l-?),lip,1-all-three-agree,BP_LI,Body Parts & Functions — Lip,BP_CN,Body Parts & Functions — Chin,BP_LI,Body Parts & Functions — Lip,BP_LI,Body Parts & Functions — Lip,YES,YES
PDR1189,*naǯǯ-,to crush; to subdue,3-llm-alone,PA_CU,Physical Acts & Materials — to Cut,PA_BK,Physical Acts & Materials — to Break,TI_HH,"Time — to Hurry, Hasten",FD_GR,Food & Drink — to Grind,,
PDR1190,*nāḍ-,village,3-llm-alone,SO_CT,Social Relations — Country (vs,PW_PF,"Physical World — Plain, Field",SO_CI,"Social Relations — Town, City",SO_CI,"Social Relations — Town, City",,
